time_s,avg_target,coverage_target,frac_overdose,total_mass_proxy
0.0,0.0,0.0,0.0,0.0
300.0,1.3423055620417802e-34,0.0,0.0,2.9222880736512827e-05
600.0,1.4379470000928943e-24,0.0,0.0,0.00011771496162735711
900.0,3.262292173760005e-20,0.0,0.0,0.0002636985507475727
1200.0,1.6418719289700174e-17,0.0,0.0,0.00046544927541004703
1500.0,1.3061020416134879e-15,0.0,0.0,0.0007212944829339025
1800.0,3.528095964599293e-14,0.0,0.0,0.0010296116893794677
2100.0,4.721933816474698e-13,0.0,0.0,0.0013888270748111478
2400.0,3.877805553777421e-12,0.0,0.0,0.0017974140236926572
2700.0,2.2303940454714223e-11,0.0,0.0,0.0022538917090609385
3000.0,9.80259763998144e-11,0.0,0.0,0.0027568237191656865
3300.0,3.4960881113212847e-10,0.0,0.0,0.0033048167253007838
3600.0,1.0563428911489364e-09,0.0,0.00048828125,0.0038965191895921738
3900.0,2.7912297904066964e-09,0.0,0.0009765625,0.004530620111543702
4200.0,6.606433672578182e-09,0.0,0.001953125,0.005205847812178483
4500.0,1.4267393808566522e-08,0.0,0.00244140625,0.00592096875464813
4800.0,2.8524731441251593e-08,0.0,0.00244140625,0.006674786400216067
5100.0,5.340814613987272e-08,0.0,0.00244140625,0.007466140098553944
5400.0,9.452424406284759e-08,0.0,0.0029296875,0.00829390401132194
5700.0,1.5934049461496745e-07,0.0,0.00341796875,0.009156986068034716
6000.0,2.5743966954164355e-07,0.0,0.00390625,0.010054326953244588
6300.0,4.0073244206172274e-07,0.0,0.00537109375,0.010984899124102668
6600.0,6.03619634918486e-07,0.0,0.00537109375,0.011947705857386791
6900.0,8.830993804768314e-07,0.0,0.005859375,0.012941780325112444
7200.0,1.2588178444397476e-06,0.0,0.00634765625,0.013966184697869337
7500.0,1.753064976027429e-06,0.0,0.0068359375,0.014990786394315614
7800.0,2.390718911833736e-06,0.0,0.00732421875,0.015984656679551176
8100.0,3.1991441918333253e-06,0.0,0.0078125,0.01694871729676489
8400.0,4.2080499083772934e-06,0.0,0.00830078125,0.01788386234282309
8700.0,5.449314390686004e-06,0.0,0.00927734375,0.018790959097480107
9000.0,6.956783102182347e-06,0.0,0.009765625,0.019670848827717816
9300.0,8.766046012929571e-06,0.0,0.009765625,0.020524347567960288
9600.0,1.0914199297390901e-05,0.0,0.01025390625,0.021352246876886964
9900.0,1.3439593058094288e-05,0.0,0.0107421875,0.022155314571546424
10200.0,1.638156203769601e-05,0.0,0.01123046875,0.022934295439451427
10500.0,1.978013176802176e-05,0.0,0.01171875,0.02368991192931577
10800.0,2.3675690797909113e-05,0.0,0.01220703125,0.024422864821073503
11100.0,2.8108621879716782e-05,0.0,0.01220703125,0.025133833875801863
11400.0,3.311889067220458e-05,0.0,0.01220703125,0.025823478466150813
11700.0,3.874559770215218e-05,0.0,0.0126953125,0.026492438187863718
12000.0,4.5026505906654384e-05,0.0,0.0126953125,0.02714133345295639
12300.0,5.199756058995147e-05,0.0,0.01318359375,0.02777076606510459
12600.0,5.969242051061606e-05,0.0,0.013671875,0.028381319777773657
12900.0,6.814201824321479e-05,0.0,0.013671875,0.028973560835607835
13200.0,7.737416553302869e-05,0.0,0.013671875,0.029548038499581455
13500.0,8.741321581641145e-05,0.0,0.01416015625,0.030105285556398957
13800.0,9.827979208672329e-05,0.0,0.01416015625,0.030645818812616285
14100.0,0.00010999058436672903,0.0,0.01416015625,0.03117013957394169
14400.0,0.00012255821754724914,0.0,0.0146484375,0.0316787341101608
14700.0,0.0001359911874558671,0.0,0.01513671875,0.032172074106116826
15000.0,0.00015029386079444093,0.0,0.015625,0.032650617099164295
15300.0,0.00016546653301266907,0.0,0.01611328125,0.03311480690350209
15600.0,0.00018150553719954656,0.0,0.01611328125,0.03356507402177914
15900.0,0.00019840339658298777,0.0,0.01611328125,0.03400183604435469
16200.0,0.0002161490131308084,0.0,0.0166015625,0.03442549803658328
16500.0,0.0002347278849483052,0.0,0.0166015625,0.034836452914483736
16800.0,0.00025412234558372236,0.0,0.0166015625,0.03523508180914055
17100.0,0.00027431181891087635,0.0,0.01708984375,0.03562175442017548
17400.0,0.000295273083899627,0.0,0.017578125,0.03599682935861741
17700.0,0.0003169805442640703,0.0,0.017578125,0.036360654479488184
18000.0,0.00033940649866096435,0.0,0.017578125,0.03671356720441327
18300.0,0.0003625214077722773,0.0,0.017578125,0.03705589483455587
18600.0,0.00038629415522902606,0.0,0.017578125,0.03738795485416533
18900.0,0.0004106922999081012,0.0,0.01806640625,0.03771005522502089
19200.0,0.00043568231765372625,0.0,0.01806640625,0.038022494672044084
19500.0,0.00046122983093829355,0.0,0.01806640625,0.038325562960344596
19800.0,0.00048729982538389243,0.0,0.01806640625,0.0386195411639566
20100.0,0.0005138568524179985,0.0,0.01806640625,0.038904701926514657
