time_s,avg_target,coverage_target,frac_overdose,total_mass_proxy
0.0,0.0,0.0,0.0,0.0
300.0,7.637330199243007e-33,0.0,0.0,2.9226838045637004e-05
600.0,5.721077015492352e-23,0.0,0.0,0.00011774781786893696
900.0,9.503607978604096e-19,0.0,0.0,0.0002638096690505689
1200.0,3.6642140020345156e-16,0.0,0.0,0.00046571096368162797
1500.0,2.313909522244551e-14,0.0,0.0,0.0007218005834307465
1800.0,5.108752273711867e-13,0.0,0.0,0.0010304762319385504
2100.0,5.727534731348217e-12,0.0,0.0,0.0013901829911991698
2400.0,4.0232914608177593e-11,0.0,0.0,0.0017994119206281532
2700.0,2.0150355079355804e-10,0.0,0.0,0.0022566986975545893
3000.0,7.830735291782167e-10,0.0,0.0,0.0027606222979125613
3300.0,2.502239122175609e-09,0.0,0.0,0.0033098037159432756
3600.0,6.851350953451005e-09,0.0,0.0,0.003902904721754365
3900.0,1.6567920543952837e-08,0.0,0.00048828125,0.004538626655616961
4200.0,3.619555901859795e-08,0.0,0.0009765625,0.005215709257914228
4500.0,7.269210629929233e-08,0.0,0.001953125,0.0059329295336872055
4800.0,1.3603561905178575e-07,0.0,0.00244140625,0.006689100650754904
5100.0,2.397819534597045e-07,0.0,0.00244140625,0.007483070870415949
5400.0,4.0153656316504935e-07,0.0,0.00244140625,0.008313722509768333
5700.0,6.433147154249345e-07,0.0,0.0029296875,0.009179970934712364
6000.0,9.91776142732603e-07,0.0,0.00341796875,0.010080763582729555
6300.0,1.4783306147181823e-06,0.0,0.00390625,0.011015079014556986
6600.0,2.139119254156048e-06,0.0,0.0048828125,0.011981925993902742
6900.0,3.0148824293927813e-06,0.0,0.00537109375,0.012980342594373263
7200.0,4.150728890158056e-06,0.0,0.005859375,0.014009395332808023
7500.0,5.595822813555339e-06,0.0,0.00634765625,0.01503895149019499
7800.0,7.403005992556049e-06,0.0,0.0068359375,0.016038064667859692
8100.0,9.628371919709575e-06,0.0,0.00732421875,0.017007635035266144
8400.0,1.2330807334000885e-05,0.0,0.00732421875,0.017948536144738018
8700.0,1.5571515166457637e-05,0.0,0.0078125,0.01886161571850171
9000.0,1.9413530657674346e-05,0.0,0.00830078125,0.019747696412457376
9300.0,2.392123826755142e-05,0.0,0.00927734375,0.020607576557365927
9600.0,2.9159887715251002e-05,0.0,0.009765625,0.021442030878119852
9900.0,3.519509277004972e-05,0.0,0.009765625,0.02225181119174594
10200.0,4.209228355778435e-05,0.0,0.01025390625,0.023037647084768707
10500.0,4.991608210182255e-05,0.0,0.0107421875,0.02380024657054485
10800.0,5.872958464746412e-05,0.0,0.01123046875,0.02454029672716092
11100.0,6.859355710521501e-05,0.0,0.01123046875,0.025258464316469054
11400.0,7.956557231564507e-05,0.0,0.01171875,0.02595539638481834
11700.0,9.169913280969718e-05,0.0,0.01220703125,0.026631720846023204
12000.0,0.0001050428278769168,0.0,0.01220703125,0.027288047047093925
12300.0,0.00011963957025462863,0.0,0.01220703125,0.02792496631723909
12600.0,0.00013552594853850957,0.0,0.01220703125,0.028543052500634557
12900.0,0.00015273171959185585,0.0,0.0126953125,0.029142862473438978
13200.0,0.00017127945324997028,0.0,0.0126953125,0.029724936645521616
13500.0,0.00019118433104299548,0.0,0.0126953125,0.030289799447354625
13800.0,0.00021245409226599188,0.0,0.01318359375,0.030837959802508374
14100.0,0.0002350891147013935,0.0,0.013671875,0.0313699115861755
14400.0,0.000259082613481167,0.0,0.013671875,0.031886134070136914
14700.0,0.0002844209396179432,0.0,0.013671875,0.03238709235457054
15000.0,0.00031108395922960447,0.0,0.013671875,0.03287323778709192
15300.0,0.0003390454950361451,0.0,0.013671875,0.03334500836940418
15600.0,0.0003682738129766101,0.0,0.01416015625,0.03380282915192373
15900.0,0.00039873213849704305,0.0,0.01416015625,0.03424711261673732
16200.0,0.0004303791889815862,0.0,0.01416015625,0.03467825904923537
16500.0,0.0004631697107800219,0.0,0.01416015625,0.035096656898756476
16800.0,0.0004970550112164039,0.0,0.0146484375,0.03550268312856803
17100.0,0.0005319834777737326,0.0,0.0146484375,0.03589670355549826
17400.0,0.0005679010782968723,0.0,0.015625,0.03627907317952557
17700.0,0.0006047518375195703,0.0,0.015625,0.03665013650362241
18000.0,0.0006424782864960817,0.0,0.01611328125,0.03701022784414156
18300.0,0.0006810218826082848,0.0,0.01611328125,0.03735967163202464
18600.0,0.0007203233987364799,0.0,0.01611328125,0.03769878270510408
18900.0,0.0007603232809411714,0.0,0.01611328125,0.03802786659176218
19200.0,0.0008009619746207108,0.0,0.01611328125,0.038347219786202494
19500.0,0.0008421802196027647,0.0,0.01611328125,0.03865713001558177
19800.0,0.0008839193150127944,0.0,0.01611328125,0.03895787649924302
20100.0,0.000926121355055685,0.0,0.0166015625,0.03924973020028339
20400.0,0.0009687294370615975,0.0,0.0166015625,0.0395329540696833
20700.0,0.001011687843296919,0.0,0.0166015625,0.03980780328321705
21000.0,0.001054942198137118,0.0,0.0166015625,0.040074525471358105
21300.0,0.0010984396022503259,0.0,0.01708984375,0.04033336094238635
21600.0,0.0011421287454570891,0.0,0.01708984375,0.04058454289889829
21900.0,0.0011859599999202424,0.0,0.017578125,0.04082829764791521
22200.0,0.001229885495285476,0.0,0.017578125,0.04106484480477868
22500.0,0.0012738591773430892,0.0,0.017578125,0.04129439749101701
22800.0,0.0013178368517189419,0.0,0.017578125,0.04151716252636112
23100.0,0.001361776214031372,0.0,0.017578125,0.0417333406150825
23400.0,0.001405636867873731,0.0,0.017578125,0.04194312652682147
