name,diff_t_end_h,diff_coverage_time_h,diff_coverage_auc_hxfraction,diff_max_coverage_fraction,diff_max_overdose_fraction,diff_first_coverage_h,diff_last_coverage_h,pk_t_end_h,pk_time_in_therapeutic_h,pk_frac_time_in_therapeutic,pk_time_above_toxic_h,pk_mean_Cbrain,pk_max_Cbrain
robust_04,48.0,12.916666666666666,1.7780000000000002,0.216,0.03466796875,7.333333333333333,20.166666666666668,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_12,48.000703823110186,9.345463228682501,0.7305856867896356,0.112,0.01416015625,6.476242061981734,15.739727543044214,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
grid_rate2.5e-03_dur16h_ramp1h,48.0,13.916666666666666,1.144,0.112,0.02783203125,6.666666666666667,20.5,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
grid_rate2.0e-03_dur12h_ramp2h,48.0,6.916666666666667,0.21333333333333335,0.048,0.01904296875,8.666666666666666,15.5,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
grid_rate1.5e-03_dur12h_ramp1h,48.0,0.0,0.0,0.0,0.01123046875,,,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_00,48.0,8.5,0.42800000000000005,0.072,0.01953125,7.666666666666667,16.083333333333332,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
grid_rate2.0e-03_dur12h_ramp1h,48.0,7.416666666666667,0.24733333333333335,0.056,0.01904296875,8.166666666666666,15.5,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_03,48.001289691697686,0.0,0.0,0.0,0.009765625,,,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
grid_rate2.5e-03_dur8h_ramp2h,48.0,5.0,0.21200000000000002,0.064,0.02734375,7.166666666666667,12.083333333333334,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
robust_08,48.0,7.0,0.23866666666666667,0.056,0.0224609375,9.25,16.166666666666668,24.0,9.795568263045032,0.40814867762687634,0.0,0.039038523572837214,0.08646865757254332
